번호,제목,평점,관람 등급,장르,감독,출연진,줄거리,processed_text,키워드
171911,해피 댄싱,9.31,12세 관람가,"['코미디', '드라마', '멜로/로맨스']",리차드 론크레인,"['이멜다 스턴톤', '티모시 스폴', '셀리아 아임리', '데이비드 헤이먼', '조안나 럼리']","경찰인 남편을 35년간 온 마음으로 내조해온 ‘산드라’는 은퇴 기념 리조트 여행을 앞두고 남편이 자신의 절친과 바람을 피우고 있다는 충격적인 사실을 알게 된다.배신감으로 무작정 집을 나온 ‘산드라’는 머무를 곳이 없자 한동안 연락 없이 지내온 언니 ‘비프’의 집을 찾지만, 평생을 혼자 유별나게 살아온 언니와 품위라곤 조금도 찾아볼 수 없는 언니의 친구들은 ‘산드라’가 처한 현실을 더욱 실감나게 할 뿐이다.“삶을 두려워 하는 건 문제가 있어, 산드라”하루하루 스스로를 가둔 채 절망하던 ‘산드라’는 언니의 권유로 댄스 수업에 참가하면서 점차 새로운 현실에 적응해가고, 곧 새로운 로맨스 기류 역시 생성되는데!",경찰 마음 내조 은퇴 기념 여행 자신 절친 바람 충격 사실 배신 무작정 연락 평생 혼자 품위 조금 친구 현실 실감 문제 하루하루 스스로 절망 권유 댄스 수업 참가 점차 현실 로맨스 기류 역시,"은퇴, 권유, 조금, 기류, 기념, 댄스, 내조, 품위, 실감, 현실"
154292,해피 어게인,9.0,15세 관람가,['드라마'],커트 보엘커,"['J.K. 시몬스', '줄리 델피', '조쉬 위긴스', '오데야 러쉬']","가슴 속에 각기 다른 아픔을 지니고 살아가는 빌, 카린, 웨스, 레이시.외면해왔던 아픔과 마주해야 하는 그 순간, 서로의 존재는 특별한 위로가 된다.다시 찾아오는 새로운 내일! 우리, 해피 어게인!",가슴 각기 다른 아픔 지니 외면 아픔 마주 순간 서로 존재 위로 다시 우리 해피 어게인,"존재, 마주, 위로, 가슴, 외면, 각기, 해피, 지니, 어게인, 아픔"
164147,해피 투게더,7.43,12세 관람가,"['드라마', '코미디']",김정환,"['박성웅', '송새벽', '최로운', '혁', '권해효']","“이번 생에서 난 주인공이 아닌가 봐”사랑하는 아들 ‘하늘이’를 위해 천직이라 믿었던 음악의 꿈을 포기한 순둥이 싱글대디 ‘강석진’.일명 ‘땜빵’ 무대에 서기 위해 찾아간 나이트클럽에서 화려한 반짝이 의상을 빼입은 ‘박영걸’을 만나다!  “관객 마음 사로잡아 본 적 있어요? 스파크 빡 때려본 적 있냐고” 밤무대 인기스타. 하지만 남들 몰래 바람잡이 관객 알바를 고용하는 생계형 색소포니스트 ‘박영걸’. 우연히 만난 꿈쟁이 ‘강석진’에게 훈수를 두지만, 얼마 후 상상도 못했던 곳에서 그와 그의 아들과 재회하며 인생 제대로 꼬이다! “난 아빠가 색소폰 부는 모습이 제일 멋있단 말이야!” ‘석진’의 영원한 제1호 팬이자 사랑스러운 아들 ‘하늘’. 가난 속에서도 늘 밝지만 색소폰 앞에서는 누구보다 진지한 음악신동. 시원하게 뽑아내는 선율로 우연히 재회한 ‘영걸’을 사로잡다! 이번 생은 엑스트라지만, 그래도 오늘 밤만은 우리 모두가 주인공!  인생 무대에 오르고 싶은 이들의 유쾌하고 찬란한 반격이 시작된다!",이번 주인공 사랑 아들 위해 천직 음악 포기 둥이 일명 땜빵 무대 서기 위해 의상 관객 마음 스파크 무대 인기 스타 몰래 바람 관객 알바 고용 생계 색소포니스트 만난 훈수 얼마 상상 아들 재회 인생 제대로 아빠 색소폰 제일 이자 아들 하늘 가난 색소폰 누구 음악 신동 선율 재회 이번 엑스트라 오늘 우리 모두 주인공 인생 무대 반격 시작,"훈수, 신동, 음악, 주인공, 재회, 이번, 아들, 관객, 무대, 색소폰"
163749,햄스테드,8.02,15세 관람가,['드라마'],조엘 홉킨스,"['다이안 키튼', '브렌단 글리슨']",먼저 세상을 떠난 남편이 남기고 간 상처와 빚으로 위태로운 나날을 보내던 에밀리는 어느 날 길 건너 숲속에 사는 도널드를 위기에서 구해준다.너무나도 다른 라이프스타일을 가진 두 사람은 계속되는 만남으로 가까워지고 점차 사랑을 키워간다.하지만 고급 주택지 개발을 위해 도널드의 오두막에 강제 퇴거 명령이 내려지고그의 오두막을 지키기 위해 에밀리는 도널드를 설득하기 시작하는데...소소하지만 확실한 행복을 지키기 위한 그들의 특별한 변화가 시작된다!,먼저 세상 상처 위태 나날 건너 위기 다른 라이프스타일 사람 계속 만남 점차 사랑 간다 고급 주택지 개발 위해 강제 퇴거 명령 오두막 위해 설득 시작 행복 변화 시작,"강제, 설득, 개발, 위태, 고급, 건너, 오두막, 퇴거, 라이프스타일, 주택지"
162265,행복의 나라,6.59,청소년 관람불가,"['드라마', '가족']",정민규,"['지용석', '예수정', '김시은', '기주봉']","8년 전, 자살하려던 자신을 구하고 운명을 달리한 진우의 제사에 매번 참석하는 민수. 그때마다 가족들의 이야기를 듣는 것도 과잉친절을 베푸는 진우의 엄마 희자를 마주하는 것도 고통스럽기만 하다. 민수가 이번을 마지막으로 더는 제사에 참석하지 않겠다고 하자, 희자는 그런 민수를 무섭게 노려본다.",자살 자신 운명 달리 제사 매번 참석 그때 가족 이야기 과잉 친절 엄마 마주 이번 마지막 제사 참석 하자,"달리, 자살, 그때, 이번, 하자, 매번, 과잉, 친절, 참석, 제사"
141130,행성탈출: 최후의 전쟁,4.19,15세 관람가,['SF'],사이몬 필립스,"['블레인 그레이', '사이몬 필립스', '레베카 페르디난도']","2065년, 핵전쟁으로 파괴된 지구를 탈출한 최후의 생존자들은인류가 정착할 수 있는 새로운 행성을 찾아 떠난다.우주선 페가수스 호의 대원들 역시 희망을 찾아 긴 여정을 시작하지만,그들을 기다린 것은 목숨을 위협하는 미지의 존재들!이제 그들은 인류의 생존을 위해 우주 최후의 전쟁을 시작한다.",핵전쟁 파괴 탈출 최후 생존자 인류 정착 페가수스 호의 역시 희망 여정 시작 목숨 위협 이제 인류 생존 위해 최후 전쟁 시작,"여정, 생존, 파괴, 생존자, 정착, 호의, 핵전쟁, 페가수스, 최후, 인류"
174010,향단이 나르샤 감독판,3.8,청소년 관람불가,['멜로/로맨스'],이동현,"['이채담', '이수']",월매는 방자와 함께 지방 유지인 이대감의 아들 이몽룡을 꾀어 한몫 챙기려 한다. 그러나 다 늙은 월매가 몽룡을 유혹하기에는 역부족. 하여 명기라 소문난 향단이를 섭외해 이몽룡에게 접근한다. 가문의 명예를 위해 과거를 준비해야 하는 이몽룡은 공부에는 관심이 없고 오직 춘화에만 빠져 하루하루를 보내고 있다. 월매 일당은 춘화 그리는 현장에 이몽룡을 불러들여 여자들과 음탕한 짓을 벌이게 하려고 한다. 계획대로 몽룡은 이들의 꾀임에 빠지게 되고 월매 일당은 이대감을 협박하여 큰 돈을 만질 꿈에 부푸는데…,지방 유지인 아들 한몫 유혹 부족 명기 섭외 접근 가문 명예 위해 과거 준비 공부 관심 오직 하루하루 현장 여자 벌이 계획 꾀임 협박,"벌이, 공부, 명예, 가문, 지방, 섭외, 부족, 한몫, 유지인, 꾀임"
169586,허락 받은 정사- 맞바람,0.0,청소년 관람불가,['멜로/로맨스'],존 류지,[],"제1화 화려한 변태녀 마리는 애인의 바람에 화가 나 맞바람을 피우기로 한다. 마리는 바에 혼자 있던 사토에게 접근하고, 사토는 마리의 유혹에 단둘이 술을 마시자며 호텔로 데려간다. 사토는 마리에게 섹스를 요구하지만, 마리는 술을 마시러 왔을 뿐이라며 거부한다. 이에 불구하고 사토는 억지로 마리를 품으려 하고 마리도 결국 사토와 섹스를 즐긴다. 다음 날 마리는 사토에게 전화해 전날 녹음했던 대화를 들려주며 그에게 돈을 요구한다. 제2화 엄청 밝히는 집주인 딸 사사이는 집주인의 부재에 집주인의 딸인 아리사에게 집세를 준다. 며칠 후 집주인이 밀린 집세 때문에 찾아오고, 사사이는 이미 아리사에게 주었다고 말한다. 아리사는 집세를 유흥비로 써버렸고, 이 사실을 안 집주인은 아리사를 데리고 사사이의 집을 방문한다. 집주인은 몸으로 용서를 빌라면서 아리사의 옷을 벗긴다. 집주인의 황당한 사과에 어쩔 줄 모르던 사사이는 본능을 참지 못하고 아리사와 섹스한다. 제3화 음란한 거유 부인 미즈키는 주식으로 큰돈을 잃고 맨션 대출금도 내지 못하는 상황을 남편에게 비밀로 하고 세키구치를 찾아간다. 고등학교 선배인 세키구치가 자신을 좋아했었다는 사실을 이용해 그에게 도움을 요청한다. 미련이 남았는지 세키구치는 선뜻 돕겠다고 나서고 미즈키는 이에 안심한다. 하지만 세키구치는 미즈키에게 약을 탄 음료를 건넨 후였고, 이 때문에 쓰러진 미즈키는 세키구치에게 능욕당하며 수치스러운 성관계를 맺는다.",변태 애인 바람 화가 바람 혼자 접근 마리 유혹 단둘 섹스 요구 거부 불구 억지로 마리 섹스 다음 전날 녹음 대화 요구 집주인 집주인 부재 집주인 집세 며칠 집주인 집세 집세 유흥 사실 집주인 데리 사사이 방문 집주인 용서 집주인 사과 본능 아리사 섹스 거유 부인 주식 맨션 대출 금도 내지 상황 남편 비밀 고등학교 선배 선뜻 음료 능욕 수치 성관계,"음료, 사사이, 아리사, 금도, 요구, 바람, 섹스, 마리, 집세, 집주인"
172599,허락받은 불륜섹스,0.0,청소년 관람불가,"['멜로/로맨스', '드라마']",카신 아츠코,[],"어느 날 찾아온 인테리어업체 직원. 알고보니 남편의 선배였던 그가 전해준 남편의 진실. 그리고 그와의 정사. 남편의 더러운 이중생활을 알게 된 그녀는 상대를 가리지 않는 문란한 성생활을 시작하는데, 이를 알게 된 남편은 화를 내기는 커녕 위태위태한 아내의 생활을 용인해준다.",직원 선배 진실 정사 이중생활 상대 성생활 시작 내기 커녕 태위 생활 용인,"직원, 정사, 상대, 선배, 내기, 성생활, 이중생활, 커녕, 태위, 용인"
152682,허리케인 샤크네이도,4.0,15세 관람가,"['액션', '모험', '코미디']",안소니 C. 페란트,"['이안 지어링', '타라 레이드', '마시엘라 루샤']","아스트로 X사의 활약으로 전 세계가 샤크네이도의 위협 없이 평화로운 날들을 보내던 어느 날, 라스베가스에서 또다시 불길한 기운이 감지된다. 샤크네이도는 바위, 모래, 석유, 불, 번개, 용암, 소, 우박과 결합해 더욱 더 강력해지고, 급기야 원자력까지 가세하며 온 인류를 위협하는데...",활약 세계 샤크 도의 위협 기운 감지 샤크 이도 바위 모래 석유 번개 용암 우박 원자력 가세 인류 위협,"이도, 바위, 석유, 번개, 원자력, 모래, 용암, 우박, 위협, 샤크"
158631,허리케인 하이스트,7.38,15세 관람가,"['액션', '스릴러']",롭 코헨,"['토비 켑벨', '매기 그레이스', '라이언 콴튼']","최악의 허리케인이 급습한 도시.대피령이 내려진 텅 빈 도시에 미 연방 재무부 금고를 노리는 범죄 조직이 나타난다. 이들은 가장 안전한 지역인 태풍의 눈을 이용한 범죄 계획을 세운다.한편, 범죄 조직에게 인질로 잡힌 형을 구해야 하는 천재 기상학자 ‘윌’과 금고 속에 남겨진 6,500억 원을 지켜야 하는 재무부 특수 요원 ‘케이시’는 돈과 생존을 둘러싼 사투를 시작하는데…태풍의 눈 속으로 질주하라!단 한 번의 기회가 그곳에 있다!",최악 급습 대피 가장 지역 태풍 이용 범죄 계획 인질 구해 천재 기상학자 재무부 특수 요원 생존 사투 시작 태풍 질주 번의 기회,"사투, 번의, 인질, 특수, 구해, 질주, 대피, 급습, 기상학자, 태풍"
167787,허스토리,9.29,12세 관람가,['드라마'],민규동,"['김희애', '김해숙']","1992~1998 6년의 기간, 23번의 재판, 10명의 원고단, 13명의 변호인!시모노세키와 부산을 오가며 일본 재판부에 당당하게 맞선 할머니들과 그들을 위해 함께 싸웠던 사람들의 뜨거운 이야기가 시작된다!",기간 번의 재판 명의 명의 시모노세키 맞선 위해 사람 이야기 시작,"시작, 위해, 사람, 이야기, 번의, 재판, 맞선, 기간, 명의, 시모노세키"
92125,헌터 킬러,9.38,15세 관람가,"['액션', '스릴러']",도노반 마시,"['제라드 버틀러', '게리 올드만']","미 국방부는 격침당한 잠수함의 행방을 찾기 위해 ‘헌터 킬러’를 극비리에 투입시키고 캡틴 ‘글래스’(제라드 버틀러)는 배후에 숨겨진 음모가 있음을 알게 된다. 한편, 지상에서는 VIP가 납치되어 전세계는 초긴장 상태에 놓이게 되는데… 일촉즉발 위기상황, VIP를 구출하라! 단 한 척의 공격 잠수함 ‘헌터 킬러’와 최정예 특수부대 네이비 씰의 숨막히는 육해공 합동 작전이 펼쳐진다!",격침 잠수함 행방 찾기 위해 비리 투입 캡틴 글래스 배후 음모 지상 납치 긴장 상태 일촉즉발 위기 상황 구출 공격 잠수함 정예 특수부대 해공 합동 작전,"지상, 긴장, 특수부대, 일촉즉발, 합동, 캡틴, 격침, 글래스, 해공, 잠수함"
140285,헤밍웨이 인 하바나,8.0,15세 관람가,['드라마'],밥 야리,"['지오바니 리비시', '조엘리 리차드슨', '애드리언 스파크스', '민카 켈리']","마이애미 글로브의 경제부 기자 마이어스는 자신의 인생을 뒤바꿔 놓은 존경하는 작가 어니스트 헤밍웨이에게 진심이 담긴 한 통의 편지를 쓰지만 부치지 못한 채 그의 희곡 ‘제5열’ 사이에 끼워 둔다. 우연히 편지를 발견한 그의 연인 데비가 남몰래 편지를 헤밍웨이에게 보낸 후, 며칠 뒤 마이어스는 헤밍웨이로부터 걸려온 한 통의 전화를 받는다. 그는 편지 잘 받았다는 말과 함께 자신이 살고 있는 쿠바의 하바나로 와서 함께 낚시를 하자는 믿을 수 없는 제안을 하는데...",경제 기자 자신 인생 존경 작가 진심 편지 희곡 사이 편지 발견 연인 편지 헤밍웨이 며칠 전화 편지 자신 낚시 하자 제안,"며칠, 하자, 기자, 진심, 존경, 경제, 낚시, 희곡, 헤밍웨이, 편지"
